job_title,role_clean,seniority_clean,company_name_clean,company_rating,industry,sector,city,state,company_size_clean,company_founded_year,company_revenue,min_salary_usd,max_salary_usd,avg_salary_usd,salary_outlier,description_length,skill_Python,skill_SQL,skill_Excel,skill_Tableau,skill_Power_BI,skill_Spark,skill_Hadoop,skill_AWS,skill_Azure,skill_GCP,skill_Machine_Learning,skill_Deep_Learning,skill_TensorFlow,skill_PyTorch,skill_Java,skill_SAS,skill_Scala,skill_NLP,skill_Statistics,skill_Docker,skill_Kubernetes,skill_Git,skill_NoSQL,skill_ETL,skill_A/B_Testing,skill_R
PV Scientist,Other/Unspecified,Not specified,Karyopharm Therapeutics Inc.,2.9,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Newton,MA,201 to 500 employees,,Unknown / Non-Applicable,60000,123000,91500.0,False,3984,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Data & Machine Learning Scientist,ML Engineer,Senior,Tempus Labs,3.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Chicago,IL,501 to 1000 employees,2015.0,Unknown / Non-Applicable,100000,166000,133000.0,False,3280,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0
Principal Data Scientist (Computational Chemistry),Data Scientist,Senior,Recursion Pharmaceuticals,4.7,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Salt Lake City,UT,51 to 200 employees,2013.0,$1 to $5 million (USD),108000,173000,140500.0,False,4819,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Data Engineer,Data Engineer,Not specified,P2 Energy Solutions,3.7,Computer Hardware & Software,Information Technology,Lafayette,LA,501 to 1000 employees,,Unknown / Non-Applicable,48000,93000,70500.0,False,3670,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Principal Scientist, Chemistry & Immunology",Other/Unspecified,Senior,Rochester Regional Health,3.3,Health Care Services & Hospitals,Health Care,Rochester,NY,10000+ employees,2014.0,$500 million to $1 billion (USD),54000,115000,84500.0,False,3670,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Software Engineer - Data Visualization,Other/Unspecified,Not specified,ClearEdge,4.0,Computer Hardware & Software,Information Technology,Annapolis Junction,MD,51 to 200 employees,2002.0,$5 to $10 million (USD),60000,127000,93500.0,False,4637,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Scientist/Senior Scientist, Autoimmune",Other/Unspecified,Senior,Rubius Therapeutics,4.4,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Cambridge,MA,201 to 500 employees,2013.0,$100 to $500 million (USD),90000,179000,134500.0,False,4438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Staff Machine Learning Engineer,ML Engineer,Not specified,Tapjoy,3.9,Internet,Information Technology,San Francisco,CA,201 to 500 employees,2007.0,$10 to $25 million (USD),138000,224000,181000.0,False,2015,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Principal Scientist, Hematology",Other/Unspecified,Senior,Rochester Regional Health,3.3,Health Care Services & Hospitals,Health Care,Rochester,NY,10000+ employees,2014.0,$500 million to $1 billion (USD),54000,115000,84500.0,False,3627,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lead Data Engineer,Data Engineer,Senior,Credit Sesame,4.1,Internet,Information Technology,Mountain View,CA,51 to 200 employees,2010.0,$50 to $100 million (USD),190000,220000,205000.0,True,4037,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Marketing Data Analyst,Analyst,Not specified,San Manuel Casino,3.6,Gambling,"Arts, Entertainment & Recreation",Highland,CA,1001 to 5000 employees,1986.0,$100 to $500 million (USD),35000,62000,48500.0,False,4608,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Medical Laboratory Scientist,Other/Unspecified,Not specified,Texas Health Huguley Hospital,4.0,Health Care Services & Hospitals,Health Care,Burleson,TX,1001 to 5000 employees,1977.0,$50 to $100 million (USD),36000,50000,21500.0,False,5160,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R&D Specialist/ Food Scientist,Other/Unspecified,Not specified,Teasdale Latin Foods,2.4,Food & Beverage Manufacturing,Manufacturing,Hoopeston,IL,501 to 1000 employees,,$100 to $500 million (USD),39000,66000,52500.0,False,2433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Research Scientist-Machine Learning,ML Engineer,Senior,Software Engineering Institute,2.6,Colleges & Universities,Education,Pittsburgh,PA,501 to 1000 employees,1984.0,Unknown / Non-Applicable,81000,167000,124000.0,False,5379,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Analytics Manager - Data Mart,Manager,Not specified,Central California Alliance for Health,3.5,Health Care Services & Hospitals,Health Care,Scotts Valley,CA,501 to 1000 employees,1996.0,$500 million to $1 billion (USD),42000,86000,64000.0,False,3846,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sr. Data Engineer - Contract-to-Hire (Java),Data Engineer,Senior,Pilot Flying J Travel Centers LLC,3.0,Gas Stations,Retail,Knoxville,TN,10000+ employees,1958.0,$10+ billion (USD),69000,127000,98000.0,False,2133,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
MED TECH/LAB SCIENTIST- SOUTH COASTAL LAB,Other/Unspecified,Not specified,Beebe Healthcare,3.6,Health Care Services & Hospitals,Health Care,Millville,DE,1001 to 5000 employees,1935.0,$100 to $500 million (USD),42000,68000,27500.0,False,2801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Food Scientist - Developer,Other/Unspecified,Not specified,Palermo's Pizza,3.3,Food & Beverage Manufacturing,Manufacturing,Milwaukee,WI,501 to 1000 employees,1964.0,Unknown / Non-Applicable,40000,68000,54000.0,False,2832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Staff Scientist-Downstream Process Development,Other/Unspecified,Not specified,Advanced BioScience Laboratories,2.7,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Rockville,MD,201 to 500 employees,1961.0,$25 to $50 million (USD),49000,113000,81000.0,False,3776,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sr. Data Engineer,Data Engineer,Senior,Echo Global Logistics,3.4,Transportation Management,Transportation & Logistics,Chicago,IL,1001 to 5000 employees,2005.0,$2 to $5 billion (USD),75000,140000,107500.0,False,4288,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Data Scientist,Not specified,Lockheed Martin,3.7,Aerospace & Defense,Aerospace & Defense,Herndon,VA,10000+ employees,1995.0,$10+ billion (USD),66000,112000,89000.0,False,5298,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0
Senior Research Statistician- Data Scientist,Data Scientist,Senior,Acuity Insurance,4.8,Insurance Carriers,Insurance,Sheboygan,WI,1001 to 5000 employees,1925.0,$1 to $2 billion (USD),76000,125000,100500.0,False,1806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"Business Data Analyst, SQL",Analyst,Not specified,Fareportal,3.8,Travel Agencies,Travel & Tourism,New York,NY,1001 to 5000 employees,2002.0,$2 to $5 billion (USD),44000,86000,65000.0,False,2469,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Medical Technologist / Clinical Laboratory Scientist,Other/Unspecified,Not specified,"Veterans Affairs, Veterans Health Administration",3.4,Federal Agencies,Government,New Orleans,LA,10000+ employees,1930.0,Unknown / Non-Applicable,30000,50000,20000.0,False,9322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Data Scientist,Not specified,Credera,4.3,Consulting,Business Services,Dallas,TX,201 to 500 employees,1999.0,Unknown / Non-Applicable,53000,92000,72500.0,False,5775,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
Data Scientist,Data Scientist,Not specified,Spectrum Communications and Consulting,3.4,Advertising & Marketing,Business Services,Chicago,IL,51 to 200 employees,1992.0,$10 to $25 million (USD),64000,111000,87500.0,False,4082,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Data Analyst,Analyst,Not specified,NCSOFT,3.1,Video Games,Media,San Mateo,CA,1001 to 5000 employees,1997.0,$10+ billion (USD),65000,120000,92500.0,False,3123,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Associate Data Scientist/Computer Scientist,Data Scientist,Not specified,MITRE,3.2,Federal Agencies,Government,McLean,VA,5001 to 10000 employees,1958.0,$1 to $2 billion (USD),60000,103000,81500.0,False,3144,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Business Intelligence Analyst / Developer,Analyst,Not specified,"Dayton Freight Lines, Inc.",4.3,Trucking,Transportation & Logistics,Dayton,OH,1001 to 5000 employees,1981.0,Unknown / Non-Applicable,53000,105000,79000.0,False,1884,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Data Analyst,Analyst,Not specified,Community Action Partnership of San Luis Obispo,2.8,Social Assistance,Non-Profit,Parlier,CA,501 to 1000 employees,,$50 to $100 million (USD),33000,62000,47500.0,False,5435,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Data Analyst,Analyst,Not specified,TrueAccord,3.4,Enterprise Software & Network Solutions,Information Technology,San Francisco,CA,51 to 200 employees,2013.0,Unknown / Non-Applicable,48000,90000,69000.0,False,5483,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Data Analyst,Analyst,Not specified,DRB Systems,4.0,Computer Hardware & Software,Information Technology,Meridian,ID,201 to 500 employees,1984.0,$50 to $100 million (USD),34000,64000,49000.0,False,2505,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
System and Data Analyst,Analyst,Not specified,Corcentric,3.7,Enterprise Software & Network Solutions,Information Technology,Cherry Hill,NJ,201 to 500 employees,1996.0,Unknown / Non-Applicable,42000,76000,59000.0,False,2774,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Data Scientist,Not specified,U.Group,3.5,IT Services,Information Technology,Indianapolis,IN,201 to 500 employees,2019.0,$25 to $50 million (USD),66000,111000,88500.0,False,7107,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Data & Analytics Consultant (NYC),Other/Unspecified,Not specified,Systems Evolution Inc.,4.7,Consulting,Business Services,New York,NY,201 to 500 employees,1992.0,$50 to $100 million (USD),91000,138000,114500.0,False,4135,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
Data Engineer,Data Engineer,Not specified,Eventbrite,4.4,Internet,Information Technology,Nashville,TN,1001 to 5000 employees,2006.0,$100 to $500 million (USD),62000,114000,88000.0,False,4471,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
Big Data Engineer - Chicago - Future Opportunity,Data Engineer,Not specified,Centro,4.1,Internet,Information Technology,Chicago,IL,501 to 1000 employees,2001.0,$100 to $500 million (USD),71000,129000,100000.0,False,4948,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0
Data Scientist,Data Scientist,Not specified,comScore,2.5,Advertising & Marketing,Business Services,Portland,OR,1001 to 5000 employees,1999.0,$1 to $2 billion (USD),74000,119000,96500.0,False,4466,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Survey Data Analyst,Analyst,Not specified,SullivanCotter,4.2,Consulting,Business Services,Minneapolis,MN,201 to 500 employees,1992.0,Unknown / Non-Applicable,55000,97000,76000.0,False,2385,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Data Scientist,Data Scientist,Not specified,NPD,3.9,Research & Development,Business Services,Port Washington,NY,1001 to 5000 employees,1966.0,$100 to $500 million (USD),15000,16000,15500.0,False,5019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Data Scientist,Data Scientist,Not specified,Bakery Agency,4.3,Advertising & Marketing,Business Services,Austin,TX,1 to 50 employees,2010.0,Unknown / Non-Applicable,61000,106000,83500.0,False,3111,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Data Scientist,Data Scientist,Not specified,Genentech,3.9,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,South San Francisco,CA,10000+ employees,1976.0,$10+ billion (USD),127000,199000,163000.0,False,4502,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Lead Health Data Analyst - Front End,Analyst,Senior,Blue Cross & Blue Shield of Rhode Island,3.4,Insurance Carriers,Insurance,Providence,RI,501 to 1000 employees,1939.0,Unknown / Non-Applicable,74000,126000,100000.0,False,4837,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Research Scientist,Other/Unspecified,Not specified,Boys Town,3.8,Social Assistance,Non-Profit,Omaha,NE,1001 to 5000 employees,1917.0,Unknown / Non-Applicable,33000,72000,52500.0,False,4837,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Junior Data Analyst,Analyst,Not specified,The HSC Health Care System,3.3,Health Care Services & Hospitals,Health Care,Washington,DC,501 to 1000 employees,1883.0,Unknown / Non-Applicable,37000,63000,50000.0,False,4135,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SQL Data Engineer,Data Engineer,Not specified,Pro-Sphere Tek,3.4,Consulting,Business Services,Austin,TX,201 to 500 employees,2006.0,$50 to $100 million (USD),67000,119000,93000.0,False,3799,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Data Scientist,Data Scientist,Not specified,Ameritas Life Insurance Corp,3.0,Insurance Agencies & Brokerages,Insurance,Cincinnati,OH,1001 to 5000 employees,1887.0,$2 to $5 billion (USD),72000,117000,94500.0,False,3421,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Data Scientist,Data Scientist,Not specified,Genworth,3.7,Insurance Carriers,Insurance,Raleigh,NC,1001 to 5000 employees,2004.0,$5 to $10 billion (USD),78000,126000,102000.0,False,5558,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
"Sr. Data Scientist, Cyber-Security LT Contract",Data Scientist,Senior,"Numeric, LLC",3.2,Staffing & Outsourcing,Business Services,Phila,PA,1 to 50 employees,,$5 to $10 million (USD),116000,194000,155000.0,False,1817,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
Data Scientist,Data Scientist,Not specified,Trace Data,3.9,Insurance Carriers,Insurance,Oakland,CA,51 to 200 employees,2000.0,$10 to $25 million (USD),83000,133000,108000.0,False,3029,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
Insurance Financial Data Analyst,Analyst,Not specified,Clearwater Analytics,4.2,Investment Banking & Asset Management,Finance,Boise,ID,501 to 1000 employees,2004.0,$50 to $100 million (USD),45000,82000,63500.0,False,2643,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Data Scientist,Not specified,"Tekvalley, Corp.",4.0,IT Services,Information Technology,San Francisco,CA,1 to 50 employees,,Less than $1 million (USD),83000,135000,109000.0,False,714,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Data Scientist,Data Scientist,Not specified,BWX Technologies,3.5,Aerospace & Defense,Aerospace & Defense,Oak Ridge,TN,5001 to 10000 employees,1850.0,$500 million to $1 billion (USD),70000,122000,96000.0,False,3796,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
Data Engineer,Data Engineer,Not specified,PennyMac,3.2,Lending,Finance,Agoura Hills,CA,1001 to 5000 employees,2008.0,$500 million to $1 billion (USD),70000,132000,101000.0,False,2501,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Data Engineer I - Azure,Data Engineer,Not specified,Vermeer,3.9,Industrial Manufacturing,Manufacturing,Pella,IA,1001 to 5000 employees,1948.0,$1 to $2 billion (USD),54000,101000,77500.0,False,3490,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Data Scientist,Not specified,L&T Infotech,3.5,IT Services,Information Technology,San Ramon,CA,10000+ employees,1997.0,Unknown / Non-Applicable,68000,112000,90000.0,False,1231,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Information Security Data Analyst,Analyst,Not specified,OceanFirst Financial,4.3,Banks & Credit Unions,Finance,Red Bank,NJ,501 to 1000 employees,1902.0,$5 to $10 billion (USD),42000,74000,58000.0,False,6600,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Data Scientist,Data Scientist,Not specified,Sotheby's,3.6,Auctions & Galleries,Retail,New York,NY,1001 to 5000 employees,1744.0,$500 million to $1 billion (USD),95000,161000,128000.0,False,2041,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Data Scientist,Data Scientist,Not specified,Vanda Pharmaceuticals,2.3,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Washington,DC,201 to 500 employees,2003.0,$100 to $500 million (USD),76000,126000,101000.0,False,1727,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"Data Scientist, Senior",Data Scientist,Senior,Novetta,4.0,Enterprise Software & Network Solutions,Information Technology,Fort Belvoir,VA,501 to 1000 employees,2012.0,$100 to $500 million (USD),108000,176000,142000.0,False,4637,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Senior Data Scientist,Data Scientist,Senior,CK-12 Foundation,4.1,K-12 Education,Education,Palo Alto,CA,1 to 50 employees,2007.0,Unknown / Non-Applicable,130000,208000,169000.0,False,4743,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
CONSULTANT– DATA ANALYTICS GROUP,Other/Unspecified,Not specified,Opinion Dynamics,4.2,Consulting,Business Services,San Diego,CA,51 to 200 employees,1987.0,$10 to $25 million (USD),37000,68000,52500.0,False,3849,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
Data Engineer,Data Engineer,Not specified,Applied Information Sciences,4.6,IT Services,Information Technology,Houston,TX,501 to 1000 employees,1982.0,$50 to $100 million (USD),52000,99000,75500.0,False,2047,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Senior Data Scientist,Data Scientist,Senior,Swiss Re,3.7,Insurance Agencies & Brokerages,Insurance,Armonk,NY,10000+ employees,1863.0,$10+ billion (USD),105000,173000,139000.0,False,4929,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
"Data Engineer, Data Engineering and Artifical Intelligence",Data Engineer,Not specified,Takeda Pharmaceuticals,3.7,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Cambridge,MA,10000+ employees,1781.0,$10+ billion (USD),71000,134000,102500.0,False,4475,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
Staff Scientist,Other/Unspecified,Not specified,WK Dickson,4.4,Architectural & Engineering Services,Business Services,Columbia,SC,201 to 500 employees,1929.0,$25 to $50 million (USD),39000,82000,60500.0,False,1934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Associate Scientist/Scientist, Process Analytical Technology - Small Molecule Analytical Chemistry",Other/Unspecified,Not specified,Genentech,3.9,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,South San Francisco,CA,10000+ employees,1976.0,$10+ billion (USD),88000,162000,125000.0,False,3965,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sr. Data Analyst,Analyst,Senior,MassMutual,3.6,Insurance Carriers,Insurance,Springfield,MA,5001 to 10000 employees,1851.0,$10+ billion (USD),60000,102000,81000.0,False,4898,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Program/Data Analyst,Analyst,Not specified,General Dynamics Information Technology,3.4,IT Services,Information Technology,Washington,DC,10000+ employees,1996.0,$10+ billion (USD),55000,99000,77000.0,False,3256,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Data Engineer,Data Engineer,Not specified,ManTech,4.1,Research & Development,Business Services,Herndon,VA,5001 to 10000 employees,1968.0,$1 to $2 billion (USD),67000,117000,92000.0,False,3243,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Senior Data Scientist: Causal & Predictive analytics AI Innovation Lab,Data Scientist,Senior,Novartis,3.8,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Cambridge,MA,10000+ employees,1996.0,$10+ billion (USD),92000,150000,121000.0,False,1937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Principal Data Engineer, Data Platform & Insights",Data Engineer,Senior,Autodesk,4.0,Computer Hardware & Software,Information Technology,San Francisco,CA,5001 to 10000 employees,1982.0,$2 to $5 billion (USD),116000,209000,162500.0,False,2447,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RESEARCH SCIENTIST - BIOLOGICAL SAFETY,Other/Unspecified,Not specified,Southwest Research Institute,3.9,Research & Development,Business Services,San Antonio,TX,1001 to 5000 employees,1947.0,$500 million to $1 billion (USD),38000,82000,60000.0,False,2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Operations Lead,Other/Unspecified,Senior,Muso,,-1,-1,San Francisco,CA,201 to 500 employees,,Unknown / Non-Applicable,85000,90000,87500.0,False,5924,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Big Data Engineer,Data Engineer,Not specified,SpringML,4.4,Enterprise Software & Network Solutions,Information Technology,Indianapolis,IN,1 to 50 employees,2015.0,Unknown / Non-Applicable,62000,119000,90500.0,False,1868,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
Senior Data Scientist,Data Scientist,Senior,The Integer Group,2.2,Advertising & Marketing,Business Services,Dallas,TX,501 to 1000 employees,1993.0,$50 to $100 million (USD),84000,136000,110000.0,False,6612,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Clinical Data Analyst,Analyst,Not specified,ManTech,4.1,Research & Development,Business Services,Portsmouth,VA,5001 to 10000 employees,1968.0,$1 to $2 billion (USD),52000,89000,70500.0,False,4755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Computational Chemist/Data Scientist,Data Scientist,Not specified,PNNL,3.8,Energy,"Oil, Gas, Energy & Utilities",Richland,WA,1001 to 5000 employees,1965.0,$500 million to $1 billion (USD),56000,97000,76500.0,False,6411,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Data Engineer,Data Engineer,Not specified,MassMutual,3.6,Insurance Carriers,Insurance,Springfield,MA,5001 to 10000 employees,1851.0,$10+ billion (USD),65000,119000,92000.0,False,2929,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Product Engineer – Data Science,Other/Unspecified,Not specified,Esri,3.5,Computer Hardware & Software,Information Technology,Arlington,VA,1001 to 5000 employees,1969.0,$1 to $2 billion (USD),63000,101000,82000.0,False,4196,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Data Scientist,Data Scientist,Not specified,Samba TV,3.3,Advertising & Marketing,Business Services,San Francisco,CA,201 to 500 employees,2008.0,Unknown / Non-Applicable,127000,202000,164500.0,False,1688,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Market Data Analyst,Analyst,Not specified,SV Microwave,3.4,Telecommunications Manufacturing,Telecommunications,West Palm Beach,FL,201 to 500 employees,1991.0,$50 to $100 million (USD),31000,57000,44000.0,False,2290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Engineer,Data Engineer,Not specified,SpringML,4.4,Enterprise Software & Network Solutions,Information Technology,Herndon,VA,1 to 50 employees,2015.0,Unknown / Non-Applicable,75000,143000,109000.0,False,2353,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
Staff Data Engineer,Data Engineer,Not specified,Sumo Logic,3.8,Computer Hardware & Software,Information Technology,Austin,TX,501 to 1000 employees,2010.0,Unknown / Non-Applicable,105000,194000,149500.0,False,3297,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Associate Data Engineer,Data Engineer,Not specified,EAB,3.5,Research & Development,Business Services,Washington,DC,1001 to 5000 employees,2007.0,Unknown / Non-Applicable,45000,86000,65500.0,False,4582,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Senior Data Scientist,Data Scientist,Senior,Brighthouse Financial,3.5,Insurance Carriers,Insurance,Charlotte,NC,1001 to 5000 employees,2017.0,Unknown / Non-Applicable,95000,154000,124500.0,False,3870,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Staff BI and Data Engineer,Data Engineer,Not specified,Affinity Solutions,2.9,Advertising & Marketing,Business Services,San Jose,CA,51 to 200 employees,1998.0,Unknown / Non-Applicable,80000,148000,114000.0,False,3333,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
